fecha,nivel,sil,snd,aisp
2021-06-17 07:10:00,0.0669,0.0,0.0,0.0
2021-06-17 07:20:00,0.066,0.0,0.0,0.0
2021-06-17 07:30:00,0.0666,0.0,0.0,0.0
2021-06-17 07:40:00,0.0642,0.0,0.0,0.0
2021-06-17 07:50:00,0.0664,0.0,0.0,0.0
2021-06-17 08:00:00,0.065,0.0,0.0,0.0
2021-06-17 08:10:00,0.0667,0.0,0.0,0.0
2021-06-17 08:20:00,0.0657,0.0,0.0,0.0
2021-06-17 08:30:00,0.067,0.0,0.0,0.0
2021-06-17 08:40:00,0.0688,0.0,0.0,0.0
2021-06-17 08:50:00,0.069,0.0,0.0,0.0
