fecha,nivel,aisp
2021-05-28 12:30:00,0.1054,0.0
2021-05-28 12:40:00,0.1056,0.0
2021-05-28 12:50:00,0.1064,0.0
2021-05-28 13:00:00,0.1036,0.0
2021-05-28 13:10:00,0.107,0.0
2021-05-28 13:20:00,0.1048,0.0
2021-05-28 13:30:00,0.1066,0.0
2021-05-28 13:40:00,0.1021,0.0
2021-05-28 13:50:00,0.1041,0.0
2021-05-28 14:00:00,0.1031,0.0
2021-05-28 14:10:00,0.1,0.0
2021-05-28 14:20:00,0.101,0.0
2021-05-28 14:30:00,0.0996,0.0
2021-05-28 14:40:00,0.098,0.0
2021-05-28 14:50:00,0.0964,0.0
2021-05-28 15:00:00,0.0964,0.0
2021-05-28 15:10:00,0.094,0.0
2021-05-28 15:20:00,0.0963,0.0
2021-05-28 15:30:00,0.0965,0.0
2021-05-28 15:40:00,0.0984,0.0
2021-05-28 15:50:00,0.0965,0.0
2021-05-28 16:00:00,0.0971,0.0
2021-05-28 16:10:00,0.0968,0.0
2021-05-28 16:20:00,0.0994,0.0
2021-05-28 16:30:00,0.0949,0.0
2021-05-28 16:40:00,0.0973,0.0
2021-05-28 16:50:00,0.0949,0.0
2021-05-28 17:00:00,0.0925,0.0
2021-05-28 17:10:00,0.0937,0.0
2021-05-28 17:20:00,0.094,0.0
2021-05-28 17:30:00,0.0943,0.0
2021-05-28 17:40:00,0.0939,0.0
2021-05-28 17:50:00,0.0908,0.0
2021-05-28 18:00:00,0.0935,0.0
2021-05-28 18:10:00,0.0901,0.0
2021-05-28 18:20:00,0.0907,0.0
2021-05-28 18:30:00,0.0884,0.0
2021-05-28 18:40:00,0.0907,0.0
2021-05-28 18:50:00,0.0881,0.0
2021-05-28 19:00:00,0.0893,0.0
2021-05-28 19:10:00,0.0902,0.0
2021-05-28 19:20:00,0.0912,0.0
2021-05-28 19:30:00,0.0908,0.0
2021-05-28 19:40:00,0.0904,0.0
2021-05-28 19:50:00,0.0896,0.0
2021-05-28 20:00:00,0.0896,0.0
2021-05-28 20:10:00,0.0886,0.0
2021-05-28 20:20:00,0.0902,0.0
2021-05-28 20:30:00,0.0909,0.0
2021-05-28 20:40:00,0.0918,0.0
2021-05-28 20:50:00,0.0924,0.0
2021-05-28 21:00:00,0.0883,0.0
2021-05-28 21:10:00,0.0871,0.0
2021-05-28 21:20:00,0.0855,0.0
2021-05-28 21:30:00,0.0864,0.0
2021-05-28 21:40:00,0.0854,0.0
2021-05-28 21:50:00,0.0854,0.0
2021-05-28 22:00:00,0.083,0.0
2021-05-28 22:10:00,0.0846,0.0
2021-05-28 22:20:00,0.0839,0.0
2021-05-28 22:30:00,0.0846,0.0
2021-05-28 22:40:00,0.0839,0.0
2021-05-28 22:50:00,0.083,0.0
2021-05-28 23:00:00,0.0829,0.0
